IND,LAT,LON,DBH_2022,HEIGHT,SOIL_RESP,Family,Genus,Species
3487,-2.5967762,-60.2076761,54,,,,,
3488,-2.5967783,-60.2076254,33,5.2,,Erythroxylaceae,Erythroxylum,amplum
3489,-2.5967574,-60.2076342,25,4.51,,Lecythidaceae,Eschweilera,collina
3490,-2.5967547,-60.2076343,30,6.32,,Chrysobalanaceae,Licania,sp.2
3491,-2.5967717,-60.2076478,30,6.44,,Burseraceae,Protium,altsonii
3492,-2.5967576,-60.2076617,25,5.17,,Sapindaceae,Cupania,hispida
3493,-2.5967364,-60.2076179,45,8.64,,Burseraceae,Protium,hebetatum
3494,-2.5967361,-60.2076143,29,4.03,,Melastomataceae,Henriettea,caudata
4001,-2.598168,-60.2071128,354,21.38,1,Euphorbiaceae,Micrandropsis,scleroxylon
4002,-2.5980889,-60.2070782,369,25.9,,Myristicaceae,Iryanthera,laevis
4003,-2.5980926,-60.2070668,112,15.89,,Fabaceae,Ormosia,paraensis
4004,-2.5981439,-60.2070528,208,23.3,1,Lecythidaceae,Eschweilera,wachenheimii
4005,-2.5981461,-60.2070426,107,15,,Euphorbiaceae,Mabea,angularis
4006,-2.5981406,-60.2070165,141,18.26,,Sapotaceae,Pouteria,caimito
4007,-2.5981499,-60.2069987,127,11.02,,Moraceae,Helianthostylis,sprucei
4008,-2.5981184,-60.2070131,218,22.92,,Fabaceae,Machaerium,sp
4009,-2.5981881,-60.2069894,355,27.15,1,na,na,na
4010,-2.5981932,-60.2069906,222,23.82,1,Sapotaceae,Pouteria,erythrochrysa
4011,-2.5981971,-60.2070385,156,21.57,,Lecythidaceae,Eschweilera,truncata
4012,-2.5981962,-60.2070476,159,26.23,,Annonaceae,Annona,ambotay
4013,-2.5982144,-60.2070673,150,20.43,,Euphorbiaceae,Micrandropsis,scleroxylon
4014,-2.598234,-60.2070276,180,19.23,,Lecythidaceae,Eschweilera,wachenheimii
4015,-2.5982274,-60.2071091,193,22.1,1,Lecythidaceae,Eschweilera,wachenheimii
4016,-2.5982525,-60.2070309,147,14.85,,Lecythidaceae,Eschweilera,sagotiana
4017,-2.5982745,-60.2070022,467,25.94,1,Lecythidaceae,Lecythis,prancei
4018,-2.598289,-60.2070099,165,20.82,,Fabaceae,Zygia,coccinea
4019,-2.5983121,-60.2070445,212,23.34,1,Lecythidaceae,Eschweilera,collina
4020,-2.5983035,-60.2070549,205,20.66,1,Lecythidaceae,Eschweilera,micrantha
4021,-2.598283,-60.2070813,331,35.12,1,Chrysobalanaceae,Licania,micrantha
4022,-2.5982776,-60.2071005,114,18.4,,Lecythidaceae,Eschweilera,sagotiana
4023,-2.5983224,-60.207117,145,17.28,,Lecythidaceae,Eschweilera,wachenheimii
4024,-2.5983512,-60.2070895,107,17.51,,Violaceae,Rinorea,racemosa
4025,-2.5983322,-60.2071233,153,19.71,,Sapotaceae,Pouteria,guianensis
4026,-2.5983122,-60.2071376,236,25.81,1,Chrysobalanaceae,Licania,impressa
4027,-2.5982887,-60.2071429,126,18.26,,Vochysiaceae,Erisma,bicolor
4028,-2.5982771,-60.2071521,320,28.82,1,Lecythidaceae,Eschweilera,pedicellata
4029,-2.5982577,-60.2071517,151,18.65,,Lecythidaceae,Eschweilera,wachenheimii
4030,-2.598256,-60.207151,110,14.88,,Siparunaceae,Siparuna,decipiens
4031,-2.5982506,-60.2071364,127,24.61,,Fabaceae,Bocoa,viridiflora
4032,-2.5982558,-60.2071939,130,16.36,,Lecythidaceae,Eschweilera,wachenheimii
4033,-2.5982635,-60.2072036,157,18.8,,Fabaceae,Tachigali,paniculata
4034,-2.5982669,-60.2072137,120,16.23,,Euphorbiaceae,Mabea,speciosa
4036,-2.5982473,-60.2072238,196,13.06,,Chrysobalanaceae,Licania,coriacea
4037,-2.598226,-60.2072137,305,31.84,1,Chrysobalanaceae,Licania,heteromorpha
4038,-2.5982241,-60.2071905,126,15.59,,Euphorbiaceae,Dodecastigma,amazonicum
4039,-2.5982119,-60.2071915,422,34.22,1,Fabaceae,Hymenolobium,sp.2
4040,-2.5982084,-60.2072043,110,16.97,,Euphorbiaceae,Mabea,angularis
4041,-2.5982057,-60.2072076,125,13.9,,Fabaceae,Swartzia,tomentifera
4042,-2.598192,-60.2072264,223,18.82,,Fabaceae,Inga,laurina
4043,-2.5981849,-60.2072054,495,29.3,1,Sapotaceae,Ecclinusa,guianensis
4044,-2.5982017,-60.2071878,107,13.51,,Annonaceae,fusaea,longifolia
4045,-2.5981994,-60.2071645,234,21.38,1,Lecythidaceae,Eschweilera,cyathiformis
4046,-2.5981726,-60.207189,379,15.59,1,Fabaceae,Swartzia,reticulata
4047,-2.5981329,-60.2071672,149,15.39,,Lecythidaceae,Eschweilera,wachenheimii
4048,-2.5981259,-60.2071608,208,19.32,,Sapotaceae,Pouteria,cuspidata
4049,-2.5981366,-60.2071491,225,20.9,1,Chrysobalanaceae,Licania,laevigata
4050,-2.5981093,-60.2071742,105,11.64,,Violaceae,Rinorea,racemosa
4051,-2.5981418,-60.2071447,112,18.23,,Fabaceae,Swartzia,panacoco
4401,-2.5980926,-60.2070903,28,6.62,,Sapindaceae,Cupania,hispida
4402,-2.598091,-60.2070598,80,11.9,,Lecythidaceae,Eschweilera,wachenheimii
4404,-2.5981153,-60.2070638,71,9.44,,Moraceae,Sorocea,muriculata
4405,-2.5981217,-60.2070736,71,10.87,,Lecythidaceae,Eschweilera,collina
4406,-2.598136,-60.2070659,24,3.94,,Salicaceae,Ryania,speciosa
4407,-2.5981494,-60.207059,56,9.89,,Rubiaceae,Amaioua,glomerulata
4408,-2.5981401,-60.2070486,22,3.91,,Burseraceae,Protium,hebetatum
4409,-2.5981339,-60.2070746,24,4.39,,Annonaceae,Duguetia,flagellaris
4410,-2.5981653,-60.2070826,64,11.16,,Lecythidaceae,Eschweilera,collina
4411,-2.5981752,-60.2070672,62,11.61,,Violaceae,Rinorea,paniculata
4413,-2.5981939,-60.207072,28,4.67,,Violaceae,Paypayrola,grandiflora
4415,-2.598188,-60.2070928,22,3.76,,Vochysiaceae,Erisma,bicolor
4416,-2.5981916,-60.2070998,30,5.74,,Sapindaceae,Talisia,cupularis
4417,-2.5981884,-60.207058,38,6.2,,Moraceae,Helianthostylis,sprucei
4418,-2.5981895,-60.2070527,53,8.69,,Fabaceae,Andira,sp.1
4420,-2.5981778,-60.2070263,29,6.3,,Lecythidaceae,Eschweilera,wachenheimii
4421,-2.5981587,-60.2070323,27,6.52,,Burseraceae,Protium,hebetatum
4422,-2.5981548,-60.2070322,32,6.96,,Fabaceae,Andira,sp.1
4423,-2.5981414,-60.2070222,74,10.71,,Lecythidaceae,Eschweilera,wachenheimii
4426,-2.5981406,-60.2069914,40,7.1,,Lecythidaceae,Eschweilera,wachenheimii
4427,-2.5981455,-60.2069881,26,4.9,,Annonaceae,Duguetia,flagellaris
4429,-2.5981536,-60.2070236,56,8.52,,Lecythidaceae,Eschweilera,wachenheimii
4430,-2.5981492,-60.2070213,20,4.09,,na,na,na
4432,-2.5981962,-60.2070202,69,10.29,,Fabaceae,Andira,sp.1
4433,-2.5981981,-60.207019,33,6.52,,Fabaceae,Tachigali,paniculata
4434,-2.5981945,-60.2070152,51,8.42,,Moraceae,Naucleopsis,caloneura
4436,-2.5981862,-60.2070038,50,6.8,,Violaceae,Paypayrola,grandiflora
4437,-2.5981607,-60.2070072,28,,,Euphorbiaceae,Dodecastigma,amazonicum
4438,-2.5981795,-60.2069852,43,7.53,,Annonaceae,Duguetia,flagellaris
4439,-2.598295,-60.2070194,32,5.01,,Violaceae,Paypayrola,grandiflora
4440,-2.5982317,-60.2070088,23,3.98,,Myrtaceae,Eugenia,sp.2
4441,-2.5982596,-60.2070669,24,5.96,,Lauraceae,Endlicheria,sp.1
4442,-2.5982403,-60.2070552,97,14.53,,Euphorbiaceae,Micrandropsis,scleroxylon
4443,-2.5982391,-60.2070473,31,4.87,,Violaceae,Paypayrola,grandiflora
4445,-2.5982408,-60.2070629,28,4.93,,Annonaceae,Duguetia,flagellaris
4446,-2.5982425,-60.2070608,26,3.89,,Violaceae,Amphirrhox,longifolia
4447,-2.5982228,-60.2070675,25,4.52,,Euphorbiaceae,Micrandropsis,scleroxylon
4448,-2.5982233,-60.2070839,18,3.03,,Rubiaceae,Margaritopsis,podocephala
4449,-2.598251,-60.2070449,22,3.84,,Lauraceae,Ocotea,scabrella
4450,-2.5982467,-60.2070376,57,12.64,,Fabaceae,Swartzia,tomentifera
4451,-2.598251,-60.2070162,34,5.37,,Vochysiaceae,Erisma,bicolor
4452,-2.5982556,-60.2070114,25,5.31,,Fabaceae,Zygia,juruana
4453,-2.5982411,-60.2069829,35,4.07,,Euphorbiaceae,Senefeldera,macrophylla
4454,-2.598235,-60.2069727,75,10.99,,Euphorbiaceae,Senefeldera,macrophylla
4455,-2.5982605,-60.2069831,41,7.34,,Euphorbiaceae,Mabea,angularis
4456,-2.5982851,-60.2069832,90,11.81,,Euphorbiaceae,Hevea,guianensis
4457,-2.5982803,-60.206989,39,7.13,,Euphorbiaceae,Mabea,angularis
4458,-2.5982711,-60.2069846,23,5.18,,Fabaceae,Swartzia,reticulata
4459,-2.5982714,-60.2070017,25,5.36,,Burseraceae,Protium,aracouchini
4460,-2.5982642,-60.2070213,25,4.14,,Annonaceae,Duguetia,flagellaris
4461,-2.5982625,-60.2070285,28,5.76,,Burseraceae,Protium,hebetatum
4462,-2.5982673,-60.2070253,22,4.19,,Melastomataceae,Mouriri,nigra
4463,-2.5982612,-60.2070406,36,3.69,,Phyllanthaceae,Phyllanthus ,sp
4464,-2.5982627,-60.2070416,43,8.59,,Erythroxylaceae,Erythroxylum,mucronatum
4465,-2.5982377,-60.2070856,31,4.47,,Lecythidaceae,Eschweilera,grandiflora
4466,-2.5982631,-60.2070586,21,4.54,,Fabaceae,Tachigali,sp.2
4467,-2.5982724,-60.2070402,26,5.29,,Fabaceae,Andira,parviflora
4468,-2.5982849,-60.2070345,20,4.76,,Annonaceae,Duguetia,flagellaris
4469,-2.5982802,-60.2070301,55,5.45,,Siparunaceae,Siparuna,sarmentosa
4470,-2.5982787,-60.2070289,29,,,Fabaceae,Swartzia,sp
4471,-2.5982893,-60.2070339,33,6.97,,Annonaceae,Unonopsis,floribunda
4472,-2.5982953,-60.2070323,23,4,,Lecythidaceae,Couratari,stellata
4473,-2.5982969,-60.2070314,30,4.35,,Annonaceae,Duguetia,flagellaris
4474,-2.5983074,-60.2070326,30,4.95,,Meliaceae,Guarea,kunthiana
4475,-2.5983014,-60.2070255,44,7.68,,Annonaceae,Unonopsis,floribunda
4476,-2.5983093,-60.2070206,69,11.16,,Lecythidaceae,Eschweilera,wachenheimii
4477,-2.5983235,-60.2070301,66,12.63,,Fabaceae,Zygia,coccinea
4478,-2.5982948,-60.2070457,47,9.51,,Chrysobalanaceae,Licania,sandwithii 
4479,-2.5982902,-60.2070536,25,3.73,,Lecythidaceae,Eschweilera,grandiflora
4480,-2.5982806,-60.2070571,31,5.89,,Annonaceae,Duguetia,flagellaris
4481,-2.5982631,-60.2070587,22,4.04,,Violaceae,Rinorea,paniculata
4482,-2.5982606,-60.2071045,20,3.93,,Annonaceae,Duguetia,flagellaris
4483,-2.5982426,-60.2070956,79,6.95,,Moraceae,Helianthostylis,sprucei
4484,-2.5982553,-60.207104,33,8,,Sapotaceae,Pouteria,freitasii
4485,-2.5982694,-60.2070882,21,3.37,,Annonaceae,Duguetia,flagellaris
4486,-2.5982878,-60.2070876,35,7.03,,Fabaceae,Pterocarpus,rohrii
4487,-2.5982842,-60.207087,59,10.19,,Lecythidaceae,Eschweilera,collina
4488,-2.5982873,-60.2070803,95,18.66,,Humiriaceae,Vantanea,macrocarpa
4490,-2.5982898,-60.2070983,24,3.82,,Violaceae,Amphirrhox,longifolia
4492,-2.5983022,-60.2070862,19,5.1,,Fabaceae,Zygia,juruana
4495,-2.5982973,-60.2070663,49,8.18,,Burseraceae,Protium,hebetatum
4496,-2.5982957,-60.2070649,62,11.79,,Malvaceae,Theobroma,sylvestre
4497,-2.5983156,-60.2070659,34,7.68,,Fabaceae,Zygia,coccinea
4499,-2.5983232,-60.2070636,21,4.34,,Annonaceae,Duguetia,flagellaris
4500,-2.5983236,-60.2070617,32,6.47,,Sapotaceae,Pouteria,freitasii
4501,-2.5983307,-60.2070766,21,3.45,,Annonaceae,Duguetia,flagellaris
4502,-2.598339,-60.207088,22,3.74,,Burseraceae,Protium,hebetatum
4503,-2.5983485,-60.2070917,54,9.96,,Euphorbiaceae,Senefeldera,macrophylla
4504,-2.5983494,-60.2070955,30,7.4,,Burseraceae,Protium,apiculatum
4505,-2.5983486,-60.2070962,32,4.55,,Myristicaceae,Virola,calophylla
4506,-2.5983453,-60.2071113,25,4.57,,Melastomataceae,Henriettea,caudata
4507,-2.5983185,-60.2071091,59,8.03,,Fabaceae,Swartzia,ingifolia
4508,-2.5983275,-60.2071257,44,13.95,,Moraceae,Brosimum,guianense
4509,-2.5983351,-60.2071322,24,5.37,,Lecythidaceae,Gustavia,elliptica
4510,-2.5983362,-60.2071432,22,1.85,,Annonaceae,Duguetia,flagellaris
4511,-2.5983314,-60.207141,48,8.09,,Annonaceae,Duguetia,flagellaris
4512,-2.5983336,-60.2071496,38,7.03,,Dichapetalaceae,Tapura,amazonica
4513,-2.5983324,-60.2071543,25,6.65,,Annonaceae,Ephedranthus,amazonicus
4514,-2.5983298,-60.2071535,40,8.32,,Nyctaginaceae,Neea,floribunda
4515,-2.5983282,-60.207157,83,13.64,,Rubiaceae,Amaioua,glomerulata
4516,-2.5983158,-60.2071511,35,5.79,,Chrysobalanaceae,Licania,sp.2
4517,-2.5983164,-60.2071374,69,14.46,,Euphorbiaceae,Micrandropsis,scleroxylon
4518,-2.5983167,-60.2071335,31,9.1,,Fabaceae,Zygia,juruana
4519,-2.598297,-60.2071024,20,3.31,,Annonaceae,Duguetia,flagellaris
4520,-2.598272,-60.2071162,26,5.27,,Sapotaceae,Pouteria,venosa
4521,-2.5982799,-60.2071212,45,8.34,,Fabaceae,Zygia,sp
4522,-2.5982955,-60.2071284,42,9.8,,Burseraceae,Protium,hebetatum
4523,-2.5982763,-60.2071331,21,4.19,,Burseraceae,Protium,hebetatum
4524,-2.5982911,-60.2071417,30,4.9,,Sapotaceae,Pouteria,cladantha
4525,-2.5983023,-60.2071401,66,9.56,,Lecythidaceae,Couratari,stellata
4526,-2.5982978,-60.2071577,43,7.4,,Fabaceae,Macrolobium,prancei
4527,-2.5982845,-60.2071516,91,15.79,,Euphorbiaceae,Mabea,angularis
4528,-2.5982927,-60.2071167,72,13.18,,Fabaceae,Bocoa,viridiflora
4530,-2.5982636,-60.2070817,58,10.06,,Fabaceae,Swartzia,tomentifera
4531,-2.5982626,-60.2070841,36,9.15,,Fabaceae,Zygia,ramiflora
4533,-2.5982439,-60.207115,23,4.98,,Euphorbiaceae,Micrandropsis,scleroxylon
4534,-2.5982393,-60.2071182,53,12.19,,Fabaceae,Swartzia,tomentifera
4535,-2.5982448,-60.2071563,40,5,,Sapotaceae,Pouteria,erythrochrysa
4536,-2.5982408,-60.2071626,38,5.05,,Violaceae,Paypayrola,grandiflora
4537,-2.5982934,-60.20717,62,10.5,,Euphorbiaceae,Mabea,angularis
4538,-2.5982917,-60.2071716,31,5.55,,Annonaceae,Duguetia,flagellaris
4539,-2.5983174,-60.2071704,24,5.57,,na,na,na
4540,-2.5983012,-60.207198,43,7.05,,Myrsinaceae,Cybianthus,guyanensis
4541,-2.5982905,-60.2071905,41,7.54,,Annonaceae,Fusaea,longifolia
4542,-2.5982945,-60.2072087,42,8.33,,Burseraceae,Protium,strumosum
4543,-2.5982875,-60.2072015,53,10.61,,Euphorbiaceae,Senefeldera,macrophylla
4544,-2.5982816,-60.2071902,35,7.07,,Burseraceae,Protium,hebetatum
4545,-2.5982684,-60.2072038,27,6.55,,Loganiaceae,Strychnos,sp
4546,-2.5982635,-60.207203,24,4.48,,Annonaceae,Bocageopsis,multiflora
4547,-2.598275,-60.2072195,16,4.13,,Fabaceae,Inga,obidensis
4548,-2.5982533,-60.2072213,49,7.46,,Lecythidaceae,Eschweilera,grandiflora
4549,-2.5982342,-60.2071916,85,10.41,,Violaceae,Paypayrola,grandiflora
4550,-2.5982304,-60.207174,21,4.36,,Phyllanthaceae,Phyllanthus ,sp
4551,-2.5982153,-60.2072161,21,1.95,,Siparunaceae,Siparuna,decipiens
4552,-2.5982029,-60.2072303,21,4.51,,Annonaceae,Unonopsis,guatterioides
4553,-2.5982038,-60.2072088,41,10.19,,Apocynaceae,Aspidosperma,excelsum
4554,-2.5981996,-60.207207,33,5.88,,Dichapetalaceae,Tapura,lanceolata
4555,-2.5981825,-60.2072226,72,10.65,,Lecythidaceae,Eschweilera,wachenheimii
4556,-2.5982622,-60.2071838,27,4.6,,Annonaceae,Duguetia,flagellaris
4557,-2.5982335,-60.207192,63,11.97,,Euphorbiaceae,Hevea,guianensis
4559,-2.5982172,-60.2071677,43,7.02,,Sapotaceae,Pouteria,guianensis
4560,-2.5981983,-60.207182,21,3.61,,Annonaceae,Duguetia,flagellaris
4561,-2.598186,-60.2071903,19,4.62,,Moraceae,Helianthostylis,sprucei
4562,-2.5981824,-60.2071939,36,6.55,,Annonaceae,Duguetia,flagellaris
4563,-2.5981741,-60.2072063,102,16.1,,Burseraceae,Protium,hebetatum
4564,-2.5981652,-60.2072158,19,3.5,,Elaeocarpaceae,Sloanea,pubescens
4565,-2.5981562,-60.207212,20,3.72,,Burseraceae,Protium,trifoliolatum
4566,-2.598152,-60.2072064,19,3.75,,Rubiaceae,Amaioua,glomerulata
4567,-2.5981556,-60.2071981,30,4.33,,Annonaceae,Duguetia,asterotricha
4568,-2.5981636,-60.2072041,77,9.28,,Myristicaceae,Iryanthera,juruensis
4569,-2.5981713,-60.207189,98,12.87,,Lecythidaceae,Eschweilera,wachenheimii
4570,-2.5981773,-60.2071896,27,5.77,,Violaceae,Paypayrola,grandiflora
4571,-2.5981966,-60.2071722,55,14.25,,Euphorbiaceae,Senefeldera,macrophylla
4573,-2.5982,-60.2071366,37,7.46,,Fabaceae,Zygia,juruana
4574,-2.5982037,-60.2071219,20,3.52,,Violaceae,Paypayrola,grandiflora
4575,-2.5982137,-60.2071124,66,10.43,,Burseraceae,Protium,divaricatum
4576,-2.59822,-60.2071039,22,5.05,,Euphorbiaceae,Mabea,angularis
4577,-2.598199,-60.2071065,25,4.34,,Annonaceae,Duguetia,flagellaris
4578,-2.598189,-60.2071191,26,4.54,,Annonaceae,Duguetia,flagellaris
4579,-2.5981717,-60.2071465,38,6.38,,Sapotaceae,Pouteria,cladantha
4580,-2.5981574,-60.2071332,58,7.5,,Fabaceae,Inga,brachyrhachis
4581,-2.5981521,-60.2071455,80,15.81,,Fabaceae,Zygia,coccinea
4583,-2.5981435,-60.2071622,28,7.16,,Myrtaceae,Myrcia,magnoliifolia
4584,-2.5981493,-60.2071737,27,5.07,,Lecythidaceae,Eschweilera,grandiflora
4585,-2.598153,-60.2071799,107,16.5,,Euphorbiaceae,Hevea,guianensis
4588,-2.5981242,-60.2071894,32,5.22,,Annonaceae,Duguetia,flagellaris
4590,-2.5981031,-60.2071537,26,2.91,,Melastomataceae,Henriettea,caudata
4591,-2.5981132,-60.2071515,30,4.56,,Burseraceae,Protium,strumosum
4592,-2.5981351,-60.2071556,28,6.9,,Euphorbiaceae,Micrandropsis,scleroxylon
4593,-2.5981144,-60.2071382,26,4.73,,Burseraceae,Protium,hebetatum
4594,-2.5981024,-60.2071217,43,7.84,,Violaceae,Rinorea,racemosa
4595,-2.5980943,-60.2071277,19,3.81,,Burseraceae,Protium,hebetatum
4596,-2.5981359,-60.2071184,21,4.63,,Fabaceae,Inga,stipularis
4597,-2.5981339,-60.2071179,26,3.52,,na,na,na
4598,-2.5981415,-60.2071082,28,4.69,,Fabaceae,Tachigali,paniculata
4599,-2.5981328,-60.2071042,71,11.45,,Euphorbiaceae,Micrandropsis,scleroxylon
4600,-2.5981157,-60.2071005,41,10.67,,Sapindaceae,Matayba,purgans
4602,-2.5981062,-60.2070635,30,4.92,,Annonaceae,Duguetia,flagellaris
4603,-2.5981267,-60.2070951,21,4.56,,Annonaceae,Unonopsis,stipitata
4604,-2.5981411,-60.2070828,28,5.82,,Euphorbiaceae,Senefeldera,macrophylla
4605,-2.598162,-60.2070952,26,5.28,,Fabaceae,Andira,sp.1
4606,-2.5981604,-60.2070939,21,4.08,,Burseraceae,Protium,hebetatum
4607,-2.5981731,-60.207106,25,3.55,,Annonaceae,Duguetia,flagellaris
4608,-2.5981919,-60.2070716,24,3.92,,Annonaceae,Duguetia,asterotricha
6001,-2.5957884,-60.2066616,334,,1,Chrysobalanaceae,Licania,coriacea
6002,-2.5957929,-60.206655,237,,1,Lecythidaceae,Eschweilera,micrantha
6003,-2.5957476,-60.2066491,307,,1,Fabaceae,Zygia,racemosa
6004,-2.5957654,-60.2066334,183,,,Lecythidaceae,Eschweilera,wachenheimii
6005,-2.5957683,-60.2065963,183,,,Picramniaceae,Picramnia,sp
6006,-2.5957575,-60.2065787,447,,,Sapotaceae,Pouteria,filipes
6007,-2.5958048,-60.2066129,139,,,na,na,na
6008,-2.5958458,-60.2066362,317,,1,Sapotaceae,Pouteria,reticulata
6009,-2.5958469,-60.2066115,191,,,Fabaceae,Zygia,racemosa
6010,-2.5958507,-60.2066154,120,,,Annonaceae,Fusaea,longifolia
6011,-2.595858,-60.2065504,252,,1,Lauraceae,Ocotea,subterminalis
6012,-2.5958868,-60.2065923,493,,1,Malvaceae,Scleronema,micranthum
6013,-2.5958814,-60.2066296,134,,,Burseraceae,Protium,hebetatum
6014,-2.5958943,-60.2066132,168,,,Sapotaceae,Pouteria,caimito
6015,-2.5959128,-60.2065862,229,,1,Lauraceae,Mezilaurus,manausensis
6016,-2.5959054,-60.2065754,137,,,Lecythidaceae,Eschweilera,truncata
6017,-2.5959205,-60.206571,172,,,Lecythidaceae,Lecythis,poiteaui
6021,-2.5959162,-60.2066344,218,,1,Myrtaceae,Myrcia,citrifolia
6022,-2.5958944,-60.2066374,364,,1,Sapotaceae,Pouteria,rostrata
6023,-2.5958943,-60.2066429,154,,,Vochysiaceae,Erisma,bicolor
6024,-2.5959787,-60.2066556,235,,,Sapotaceae,Pouteria,guianensis
6025,-2.5959802,-60.2066575,119,,,Fabaceae,Tachigali,myrmecophila
6026,-2.5959678,-60.2067261,278,,,Lecythidaceae,Eschweilera,amazoniciformis
6027,-2.5959303,-60.2067082,496,,1,Chrysobalanaceae,Licania,niloi
6028,-2.5958977,-60.2067115,204,,1,Lecythidaceae,Eschweilera,sagotiana
6029,-2.5959049,-60.2067197,319,,1,Lecythidaceae,Lecythis,retusa
6030,-2.5958921,-60.2067166,112,,,Chrysobalanaceae,Licania,caudata
6031,-2.5959326,-60.2067568,168,,,Fabaceae,Swartzia,lamellata
6032,-2.5959244,-60.2067595,232,,1,Sapotaceae,Pouteria,reticulata
6033,-2.595922,-60.20676,179,,,Fabaceae,Zygia,ramiflora
6034,-2.5958588,-60.2067185,145,,,Rubiaceae,Botryarrhena,pendula
6035,-2.5958468,-60.2067119,105,,,Lecythidaceae,Eschweilera,truncata
6036,-2.5958659,-60.2067813,189,,,Fabaceae,Stryphnodendron,racemiferum
6037,-2.5958323,-60.2067838,189,,,Sapindaceae,Matayba,inelegans
6038,-2.5958178,-60.2067575,313,,1,Sapotaceae,Micropholis,guyanensis
6039,-2.5957593,-60.2067568,241,,,Lecythidaceae,Corythophora,alta
6040,-2.5957705,-60.2067412,264,,1,Lecythidaceae,Corythophora,alta
6041,-2.5958069,-60.206715,213,,1,Sapotaceae,Pouteria,erythrochrysa
6043,-2.5957514,-60.2067018,145,,,Urticaceae,Pourouma,tomentosa
6602,-2.5957271,-60.2066191,23,4.02,,Lecythidaceae,Eschweilera,truncata
6603,-2.5957323,-60.2066101,21,2.94,,Rubiaceae,Margaritopsis,podocephala
6604,-2.5957331,-60.2066105,26,6.08,,Fabaceae,Swartzia,tomentifera
6605,-2.5957374,-60.2066079,28,3.39,,Fabaceae,Tachigali,micropetala
6607,-2.5957576,-60.2066302,42,7.48,,na,na,na
6610,-2.5957531,-60.2066505,49,6.72,,Fabaceae,Inga,obidensis
6611,-2.5957801,-60.2066416,75,10.69,,Fabaceae,Dypterix,magnifica
6612,-2.5958199,-60.2066695,36,5.17,,Nyctaginaceae,Neea,divaricata
6613,-2.5958302,-60.206663,24,3.74,,Annonaceae,Duguetia,flagellaris
6614,-2.5958423,-60.2066605,90,11.08,,Burseraceae,Protium,altsonii
6615,-2.595822,-60.2066468,32,6.41,,Chrysobalanaceae,Hirtella,racemosa
6616,-2.595823,-60.2066567,25,5.5,,Euphorbiaceae,Mabea,piriri
6617,-2.5957998,-60.206644,63,10.4,,Chrysobalanaceae,Licania,macrophylla
6618,-2.5957861,-60.2066314,90,13.84,,Meliaceae,Guarea,pubescens
6619,-2.5957916,-60.2066228,30,5.43,,Fabaceae,Zygia,racemosa
6620,-2.5957779,-60.2066248,26,5.26,,Violaceae,Paypayrola,grandiflora
6621,-2.5957774,-60.2066189,56,9.87,,Chrysobalanaceae,Licania,octandra
6622,-2.5957875,-60.2066148,49,9.01,,Malvaceae,Theobroma,sylvestre
6623,-2.5957397,-60.2066035,98,13.28,,Annonaceae,Fusaea,longifolia
6624,-2.5957508,-60.2066035,25,4.65,,Fabaceae,Inga,obidensis
6625,-2.5957451,-60.2065972,80,13.58,,Fabaceae,Zygia,racemosa
6626,-2.595755,-60.206589,53,10.81,,Fabaceae,Inga,brachyrhachis
6627,-2.5957743,-60.2065923,46,4.6,,Nyctaginaceae,Neea,divaricata
6628,-2.5957751,-60.2065929,27,7.08,,Chrysobalanaceae,Licania,caudata
6629,-2.5957709,-60.2065725,33,8.11,,Fabaceae,Swartzia,tomentifera
6630,-2.5957722,-60.2065702,64,8.93,,Connaraceae,Rourea,cuspidata
6631,-2.5957862,-60.2065759,34,7.82,,Chrysobalanaceae,Licania,caudata
6632,-2.595793,-60.2065929,64,7.39,,Lecythidaceae,Lecythis,zabucajo
6633,-2.5957977,-60.206594,32,5.7,,Lecythidaceae,Eschweilera,tessmannii
6634,-2.5957989,-60.2065932,40,7.56,,Myrtaceae,Eugenia,sp.3
6635,-2.5958029,-60.2066015,28,7.38,,Lecythidaceae,Eschweilera,grandiflora
6636,-2.5958105,-60.2066262,52,10.76,,Chrysobalanaceae,Couepia ,canomensis
6637,-2.5958275,-60.2066185,33,4.68,,Nyctaginaceae,Neea,verticillata
6638,-2.595827,-60.2066228,38,5.09,,Siparunaceae,Siparuna,cuspidata
6639,-2.5958403,-60.2066311,86,12.01,,Burseraceae,Protium,hebetatum
6640,-2.5958321,-60.2066074,38,5.37,,Fabaceae,Swartzia,corrugata
6641,-2.5958321,-60.2066075,27,5.04,,Fabaceae,Swartzia,reticulata
6642,-2.5958257,-60.2065821,45,7.3,,Lecythidaceae,Eschweilera,wachenheimii
6643,-2.5958014,-60.206578,99,14.41,,Burseraceae,Protium,hebetatum
6644,-2.5957976,-60.2065582,25,5.3,,Violaceae,Rinorea,paniculata
6645,-2.595805,-60.2065444,29,6.2,,Myrtaceae,Eugenia,sp.1
6646,-2.5958339,-60.2065376,49,9.47,,na,na,na
6647,-2.5958223,-60.2065542,55,8.33,,Lecythidaceae,Eschweilera,wachenheimii
6648,-2.5958208,-60.2065602,26,4.22,,Annonaceae,Duguetia,flagellaris
6649,-2.595829,-60.206571,92,12.9,,Burseraceae,Protium,hebetatum
6650,-2.5958292,-60.2065741,29,6.9,,Chrysobalanaceae,Hirtella,ducke/myrmecophila
6651,-2.5958536,-60.2065844,33,7.14,,Violaceae,Leonia,cymosa
